Username,Comment,Likes
westvirginiaaaaaaaa,Can't believe that little man had to grow up in the gruesome streets of Arlington 💔,0
kylian_is1,@jasontheween,0
flex1nce,Naahh jason ur the spellingest😂😂,0
number1weko4,@chevrolet my car blew up while i was driving,0
7d6southkid,@jasontheween,0
ryneallenmiles,This inspires me to start spelling things wrong incorrectly on purpose to make people think I'm illiterate. Idk why.,0
vrindavanchandra_khedkar,Domicile with da 5 gifted,0
shivpatel1027,0____________0,0
_hooman07,Negative aura,0
riinaa_so,So cute 😭😂,0
idfc_bout_ur_life,So you're genius? BWAHAHAHA,0
wishnudito,ez ahh smirk,0
kerrieg110,I dont think Asians age.. lol,0
arthaeosz,domocile with the 5 gifted,0
kerrieg110,This is sweet 😍,0
homieimepic,Dawg I went to school with you my nigga 😭,0
j_comeback03,Yeah your not beating the allegations,0
recall_the_kaze,Baa beat the shi outta him that day ffs JTW 😭,0
leog02080,Coin slot eyes 💔✌️,0
nickjaneric22,Yooooooooooooooooooooo he look the same,0
gobackto11y,Jason the weed.,0
keen_mach1ne,“Domicile with the 5”,0
abeeshen_sr,What in the helly is Bro blaberin‘ about,0
danzoaur,🇨🇳Well🇨🇳 well 🇨🇳well,0
yiknam____________,is that the actual Jason the ween?,0
el.terkeyz,Where did all your IQ go Jason?,0
sama7.ellahi,@thefazeadapt,0
isaiah_staggs,Good lil Asian kid,0
jackieissochill,he always been able to see behind him,0
envyde_89,Mind you it’s round 1,0
newagewillywonka,Then you became a streamer,0
zaki7._cn,He is the only Asian I can recognise 😭,0
magkuuu,domicile,0
lshownaitik,A AMERICAN INTERNATIONAL SCHOOL OF DHAKA mesoned 🫦,0
mohit.vyr,Now we know why he became a streamer,0
rocktim.sa,Bro was not meant for that world 😭🥀,0
jahmon3yy,usual suspect,0
carter77_7,Bro use to be smart,0
allan.aes,Bro doesn't age 😭😭,0
ttvfirebaughhh,I thought that said aids tv,0
kaedenkelly12,https://external.fyvr4-1.fna.fbcdn.net/emg1/v/t13/14032022253378529605?stp=dst-src&url=https%3A%2F%2Fmedia1.giphy.com%2Fmedia%2Fv1.Y2lkPTA1NzQyMTNjNndxbTBlcDh6ZWlzN2xxenhqMmZ4ajlmeHA2cWQ4eDRnM2s3anY2dyZlcD12MV9naWZzJmN0PWc%2F3GySiLBvbcx1uEu0Ny%2F200.gif&utld=giphy.com&_nc_gid=GhADClDB6DjvtACkmyb6hA&_nc_oc=Adn4iukButmwx9Dbfp0XSny8UieAcE5VhwQ2j7wDzkJvhOX7j_XqzKKfrxYoi1Wo1K-fxJEYBNJ5s7b2PDYPoYJM&ccb=13-1&oh=06_Q3-5AczkyR2wPQm2sQR6H9l_5dwWTcPCL4VUFcqp0uXOAbLo&oe=69167D21&_nc_sid=1d65fc,0
_tamiresr_s,WTF THAT'S ACTUALLY YOU,0
htxd1ego,he won tho,0
gadesanglyn,the unkillable demon king😭,0
purgnn_,See translation,0
alexneverfake,The little smirk at the end 😭,0
daffylfl,Did he get it right lmfaooo,0
itzhujo,I would have lost round 1 against children 😭,0
johnm3_1,"Ay man the CIA is after me because I’m exposing evidence on churches connection to political and violations of privacy, and other organizations as palantir connected to homeland security the organizations there banks are accessible to the gov and are funding Israel. They add bacteria and viruses to the foods in markets and water supply as well as add something to gasoline in cars that creates extra pollution and they release chemicals at small amounts through long periods of time through the pipelines connected to sewers using covid as cover up and using heavy aresols for cleaning products and messing with ventilation systems to release carbon monoxide indoors while releasing chem trails in the sky and setting up 5g towers with repeaters near crowded areas running up money through medical and lowering population",0
isla.inks,😂😂 the smile as you walk off,0
just_me_austin_,bro casually clip farming,0
pajamab0y,Bro looks depressed af to memorise all these words,0
josiahfrm.va,well well well the steriotypes are true,0
ballinwitdelo,Caught you lacking with the side angle,0
sir_ius.003,U look asian,0
cole_heartd,What are the parameters for this event ? Jason look 789 those kids behind look like 13/14,0
avz_zonee,Bro sounds the same,0
enigma_x_r,Domicile 😭😂😮 damnass 😂,0
5ivestar_tyx,Round 1 tho😭🙌,0
1800.dadafatman,dis not looking good for your stereotype,0
unlike.luis,tsn look like my nephew,0
jaydontgotnoplay,looks sweet as sugar 😭💔,0
