Username,Comment,Likes
t3ndai_,Jaja and Kuku,0
maughew,W PR post🔥,0
dub3step,Another song ruined 😪,0
mysteryyu_,😍😍😍😍😍❤️❤️❤️❤️,0
andyphamz,This go HARD,0
spammmmonty,Wwwhhhaaattt,0
empty0mrb,You both are so cute together🥺🥺,0
abe_v09,The link is actually Arky. We know that,0
its.noluvclb,This tuffer then the plane jump,0
neckyu,HEALED 🙌❤️,0
intrusveth0ughts,This healed somthing in me,0
lemonexe89,Day 4 of asking Jason for job,0
damageedd_goods,Chopped and choppette,0
owencaffrey,Thought it would be Ron 😢,0
blahbipblap,Big news for the unemployed,0
lucas_vang17,Jason this is supposed to be us,0
akamesmaid,Best couple,0
ruchal03,🥹overhealed,0
keefychar,Every current is a loml 🤡,0
truthful_dreams,Nahhhh she was texting her ex while she was with you crazy work,0
whitequeen35,Bet SA be regretting it,0
chronictoast7,I think this guy ate his neighbor's dog,0
_s_k_e_e_z,Was expecting Ron wearing a wig haha 🤣,0
igl_him,Happy for u now will still be here for u when it goes left gng,0
geek0253,Deleted ig story with the 5 gifted,0
dauda_y27,You da tuffest,0
_walkzz.exe,jakura fixed my stomach ache once again,0
owllunch,domicile🔥,0
trapographer,i see y’all @cntra.ltd,0
pankajkachi19,Jacket is hard asf jason,0
nysebray,saturn chain ain’t it bro,0
m.roznovsky,Ron was supposed to be there😢,0
isaactf7,Where do I get his jacket,0
instavenkat__,Love of my life 🤍🌸,0
aamosjoshuah,"THIS POST HEALED MY GOUT, ASTHMA, HYPERTENSION AND DIABETES",0
evrllsws,wait what?! they got back tgt?,0
crowbarhit,@devan.skuy AAAAAAA🔥🔥🔥,0
unknownerror20134,It's getting corny gang no hate but damn. Smh,0
144xyz_,Shizuku liked the post.,0
dudewithslaves,I thought they broke up,0
iampji,Meanwhile we got drive bys happening on I20 here back home in Arlington,0
wilmothford,That's not arky,0
vihaanhahahaha,hope he dont choke or else 'SOS',0
jermaindecarlos,Whatever lyrics you want brodie,0
daniel.choi23,how did jason manage to lip sync every word wrong 😭,0
jamqine,the best duo tenz and kyedae ❤️,0
ameyat_,They back?,0
joey.tacata,i thought that was gonna be lacy lol😂,0
instantshinobi,Couple goals - maybe I can redeem my channel points?,0
1k_idc,“Loml” 🫡👏🏾👏🏾👏🏾👏🏾🥹,0
daminictoronto,Bruh my girl thought ure a lesbian for a sec,0
jackieo_999,Imagine losing 100k,0
alyalfii,this cured global warming,0
rinor.rb7,Nahhh where is @stableronaldo,0
dimnyan,jakura ❤️🔥,0
rickyt_tcg,Ron crying in the club rn,0
hanstanglao,Max heal full shield,0
bruhziiil,For some reason I thought it was gonna be Ron😭😭😭,0
bakaaaa_bbaaaa,I can't move on from yujin,0
daiorma1,Nooooooooo 😭,0
