Username,Comment,Likes
m0neyman.ky,Nba yungsoy 😭,0
onepzy,unc in da back feeling ts😭,0
charlotparis_inks,At least the liquor store owner is feelin’ it! 🕺 🎵,0
flameonsolo,😂😂😂,0
zaybang,Nobody can fw YB after this one 😂🔥,0
_otwoo,The store owner looking like dang my dawg snapping You wrote that ?? 😂😂😂,0
therealjonee,His mans so proud in the back😭,0
cole_got_em_hatin,NBAYumYumBoy going crazy ainna! 😂😂😂,0
1kingkem0,Baby this det slime tuneee 💚🎶😹🔥,0
chani_upper_echelon,I never knew half the shit he was saying until right tf now. And a china man taught me 😩,0
badkidameyah,😭🤣,0
sunonymous1,@gaulden.sherhonda 💚💚💚,0
@gaulden.sherhonda,@gaulden.sherhonda 💚💚💚,0
moneysterling38,🔥🔥,0
dashiekardash,Close enough you do parties ? My BD birthday coming up in November,0
pr3tty._fat,😂😂😂,0
badgalasiaa_,Everytime I see this I gotta watch the whole thing 😂,0
user371282011,NBA seouyoung,0
rewindraps,He hit that shi 😭🔥,0
liyahnextdoorr.___,"close enough, so uhh i was thinkin bout bookin you for my birthday in 3 months.. what you think??😭😭",0
connor_hanks26,Unc in the back like yeah we made it😭😭,0
fit.ch_ck,He had me at “brothers dying” 🕺🏽,0
mirage_420_,😂🐍,0
q.swav,If he sung this song this beautifully… why do nba youngboy fans annoy me so much???,0
dasudodon,"3,426 likes",0
camtrell_,That “uh” I knew he was gonna kill it after that,0
321.riley,jung boy,0
taylordaijan,Nevado!,0
henley_imhim,💚✅🎄🤑🔫🍀🌲🌴🐸☘️🌿🌱🐢🦖🐛🌳🥝🦎🥗🥦🥒🍏🦜⛳️🦠🥬🚛🧩🐲❎🎍✳️🛶🟩❇️🈯️🪀🩲🪲🫑♻️🦚🐉💹🧃🤮🤢🫛🧑🏻‍🎤🧪,0
privatelifeofkay00,he finna piss me off,0
cxleb.20k,Nevada nba young boy banger,0
reactshon,Brada dyinnn,0
hhonchohhoodlum,🔥🔥,0
kylergordon,🐐of karaoke,0
214_made_alex__,Nba soy sauce,0
dacurly_head08pr,Nba younshao,0
bloodhoundjeff204,NBA youngboy😭,0
mnee_sybau,Bro I just send this vid before this one,0
392mygfn_,Su,0
ray_lovetohoop,🤣😭,0
owo__jah,🔥🔥🔥 @nbayoungboy.16x,0
@nbayoungboy.16x,🔥🔥🔥 @nbayoungboy.16x,0
breezuskhrist,"4,179 likes",0
jasefww,Yuno ball,0
tank.inks,Worldwide,0
coachkandaka,Trap Seoul 🎶♥️😆,0
keyraamberia,Damn he know more words than me 🤣,0
shorty_guzman,Brothers Dying had me Crying 😂,0
topshotta_michael,"6,446 likes",0
geverola.rates,Unc different,0
_trust1ssues_,Cba chungboy,0
centurogold,Best translation I ever hear,0
sabrierenee_,Maaan goheaaaad lol,0
krebackbihhh,Hmmm maybe I need to listen to the lyrics more. I like this song now 🔥,0
r3vxmp,NBAWongboy,0
rashad864,@monicalaire you got some comp😭😂,0
@monicalaire,@monicalaire you got some comp😭😂,0
heemadisa,That’s me in the back 💚😭,0
eddy4.200,Sing I came thru by nba young boy,0
husseline,Yb #1 fan in china,0
dmv.s1dd,i be wong pho cry🥹,0
9ine109,Nba leeboy💚,0
yeahimwylin,NBA bok choy,0
mrs_independent103,😭🤣snapped🔥🔥,0
prettyluhthing_zy,🤣🤣🤣🤣🤣,0
blacsheepbo,This why rappers hate yb 😭😭😭😭,0
the_smotherman,NBA Soy Ssuce,0
mykrazybones,😭😭,0
k2qz._,nba yungsook,0
sleepy_hallow_22,😂😂😂🤣🤣🤣🤣,0
igobywill_,okk denn uncc😭😭,0
rockout_jtt,Thought this shit was AI,0
that_nigga_ks,😂😂😂😂😂🔥🔥🔥,0
deeroyy_,yb really the biggest influencer in the world g no cap 🤣,0
305linebackerelite,Concert link ?,0
uncleluke_7,NBA youngboy would be proud 😂,0
thattre629,This song do this to all of us,0
rahim_payment_,@nba_youngboy,0
@nba_youngboy,rahim_payment_,0
1_pretty_boi_pete_7,Bros the special guest of the day,0
andrew_david410,😭😭😭🔥🔥🔥🔥,0
thedezjaney,😭😭😭😭,0
nataviyanaaa,🔥🔥🔥🔥🔥🔥🔥,0
c_dollaz_,Ballin like a baller blocker 🤣,0
___mesha.deane,Aye go head 😂😂😂😂😂😂😂😂,0
chuuchmafia600,😂😂😂😂,0
justbeing_ken,Ayeeeeee ❤️,0
_dylan.chung_,@ben_s_135 you look different here,0
@ben_s_135,@ben_s_135 you look different here,0
moe8._,😂😂,0
i_bangedurmom,Dont know who I want you the one I want uhhh,0
briankwynn,🔥🔥🔥,0
ugcbycorbin,@nba_youngboy Bro playing in yo face twin 😂,0
@nba_youngboy,@nba_youngboy Bro playing in yo face twin 😂,0
polt3r_g3ist,NBA Yung Boy,0
flockingthem,@nba_youngboy,0
@nba_youngboy,flockingthem,0
eazy.e66,"Bro put down the violin, parents kicked him out, never touched an instrument again, and look at where he is now🔥",0
zoorilla33,🤣🤣,0
rich__life244,I didn’t see this coming woo 🫶🏼❤️,0
denzelvsyoungzel,💚💚💚💚💚💚😭🤣😂,0
lyfted_mob_,NBA Seo Young Boy 💚,0
zay.aikenn,😂🔥,0
flyshit_motorsportz,My dawg 🤣🤣🕺🏼🕺🏼🤙🏽🤙🏽,0
zu3sthaking,😂🤣🤣🔥,0
artbyhex,🔥🔥🔥,0
kaidencemylove,😂😂😂😂,0
lando31oo,🔥🔥🔥,0
adore_miiiamourrr,Ok daddy 🎤🎶,0
mobbties_tr3,🔥🔥🔥,0
feniweni,😂😂😂🤣,0
dirty_dan.k9,😂😂😂🔥,0
pretty_lin_lin,😂😂😂💚💚,0
pretty_lin_lin,Is the way he get up from the chair doe lol ling ling felt that soon as beat drop 😂,0
mr_fresh_83,@bigpooh_2002,0
@bigpooh_2002,mr_fresh_83,0
lovelanguages4u,This would be better in Mandarin😂🔥,0
donnie_p_39,🔥🔥🔥🔥🔥🤣🤣🤣,0
dontfwthe8tee,😂😂😂😂,0
zamirdad26,Keep it the Good work I love it🙌💚,0
darcelbadass4.0,👏👏👏,0
isthatinno,"Bro pointing at the liquor talking about “Dont know who I want, you the one I want”😂😂😭😭 me to bro lol",0
jemima.84,@nba_youngboy,0
@nba_youngboy,jemima.84,0
1kloko,😭😭,0
j.o.n.a.t.h.a.n44,Preaching it 🙌,0
theturtleman_trader,I ain’t gone lie I never knew the dam lyrics and always was singing along I know it now tho 😂😂,0
4kt1137,YB needs to see this,0
theturtleman_trader,🗣️ Alexa: play Pho Nevada,0
luh_kell21,💚💚💚,0
mrboombawstic,Man he crushed dis joant. Dis my shyt and he did his thang. 🔥🔥🔥,0
pnkgrandma,Go Unc!!! Feeling it!!,0
jojo197291,👏👏👏,0
philipk853,💚💚💚,0
straweightchamp,😂😂😂 bro spitting,0
unclewillys_son,Ughhh 🎤 🙂‍↔️. 😂,0
anthonyjackson6567,@kiyahjanaee_ 🤦🏽‍♂️😂,0
@kiyahjanaee_,@kiyahjanaee_ 🤦🏽‍♂️😂,0
erica.mechah_,@nba_youngboy we need a collab 😭,0
@nba_youngboy,@nba_youngboy we need a collab 😭,0
88kijo,@chasinn.loot,0
@chasinn.loot,88kijo,0
loco_4life,This dude knows the song better than me😭,0
scuba6ame__,😭🔥,0
ramtzz,“Brother dyin” 🫡,0
1.taysav,@tierraraquelxo you the one I want ❤️🤣,0
@tierraraquelxo,@tierraraquelxo you the one I want ❤️🤣,0
its_biggjuwop,YEAAA‼️‼️😂😂😂💙,0
_xo33rd_,🔥🔥🔥,0
ginno3k,🔥🔥🔥🔥🔥,0
ginno3k,🔥🔥🔥🔥🔥🔥,0
subie_royce,NBAChinaBoy,0
topstarjewel3rs,@officialtiyanna_,0
@officialtiyanna_,topstarjewel3rs,0
__tadomolly,@chicobean “black & yellow neegaa”😭😭😭,0
@chicobean,@chicobean “black & yellow neegaa”😭😭😭,0
taylor.b11fit_,Dude in the back 😂😂,0
cole47kane,Unc done turned me into a youngboy fan🤷🏾‍♂️ the bihh been or repeat!!,0
meuhennessy,🔥🔥,0
mizzhoneysquish,@honeykusshh,0
@honeykusshh,mizzhoneysquish,0
destiny06569,💚🔥,0
slimthugga850,NBA po-boy,0
dtn_lina,@nba_youngboy,0
@nba_youngboy,dtn_lina,0
reonfielies,Ore just vibin🔥😭,0
nbtlilrob2,Pure joy in the back💚💚💚,0
brandosgallery,@florencegrace.__,0
@florencegrace.__,brandosgallery,0
temii_honcho,YB universal🔥,0
unclewillie_handymantex,🔥😂😂😂,0
trefigures,"I don’t want my Ex, I don’t want no bih I had",0
almightysaintlaronn,Brothers dying,0
sincerely.tay,😂😂😂😂😂😂,0
chancy.mtonga,What's the title of the song¿,0
sean_shaunny,🤣😂😂😂👏,0
momen.tary,"Man's soul came from the future life, not previous one. 😤",0
israeltumta_,Bros version of Nevada is goated 😭🔥,0
iamwedellmendez,Ur cold my brudda!!!,0
mcgl021,😂😂🤣,0
louch226,😂😂,0
1wayterez,😂😂😂😂😂😂😂😂,0
zsanchez5.56,He know thats the shop owners favorite part😭,0
grayson_the1,Song?,0
strategic007,@nba_youngboy,0
@nba_youngboy,strategic007,0
thatonewhitejhit,Smb said nba youngsoy 😭,0
kyng_david_lowell700,Putin in the back chilling 🤣,0
amariman64,💚💚,0
cjw_21,"Yes, I did sing along as I watched this.",0
_777.jorge,NbaChinaBoy,0
taliyahhhh95,🤣🤣🙌🙌,0
rhamy.on.go,❤️😂❤️😂❤️😂❤️😂❤️😂❤️😂❤️😂❤️😂❤️😂❤️😂❤️😂❤️,0
bigpoppa_joel,4kt💚,0
ycb.prince,😂🔥,0
cj._.b.5iveee,He a real young boy fan😂😂😂😂,0
mistertrickysleeves,Right on bro!!,0
blxckisgold,Uncle vibing,0
ton4odone,💚💚💚💚💚,0
designerjunkiii___,🔥💚,0
901b_kaylin,@nba_youngboy,0
@nba_youngboy,901b_kaylin,0
kenjusage,Young boy went crazy on Nevada 🔥🔥,0
thegr8garfield,Top🤣💚,0
richoffbendinshi,Bro in the back all ears,0
j3_hunchoo,💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚,0
j3_hunchoo,💚💚💚💚💚❤️💚❤️💚💚❤️💚❤️💚❤️💚💚💚💚💚💚💚💚💚💚❤️❤️💚❤️💚❤️💚❤️💚💚💚💚❤️❤️💚❤️❤️❤️❤️💚💚💚💚💚💚💚💚❤️💚❤️💚❤️💚❤️💚❤️💚❤️💚❤️💚❤️💚❤️💚❤️,0
tedor_jhitt,😂😂,0
felipeddesouza,🤣🤣🙌,0
t.2offical,Tell um unc🥹😭,0
nylah3474,@nba_youngboy,0
@nba_youngboy,nylah3474,0
jmstahh,NBA wongboy,0
gggot_blx123,Go to New York and do that it’s going to be lit,0
lil_marlomark_21k,🕸️🕷️❤️🖤💯💯💯,0
joe.moses1,🔥🔥🔥🔥,0
luh_vell2,Do K.O,0
topballerbenj,😂😂😂🔥,0
unknown.loserworld,Ybb💚💚,0
jhzz_q1,How I think I sound in the shower VS how I actually sound in the shower,0
everythingstaylor,Sound better than the original 🤣,0
61_kid,"Man, this sucks",0
baylou62,Brother dying kilt me 😂😂😂😂 I absolutely love it though 🔥🔥🔥,0
yp.tino,Jackie Sang,0
mateo_moody3,💚💚,0
babytweak31,@nba_youngboy,0
@nba_youngboy,babytweak31,0
luvstar_mariah1239,🤣😭,0
theyluv.chris12,😂😂💚,0
lockednlogan,NBA Youngchan 🤣🤣🤣,0
griselda.blanco24,💚💚,0
aiden84396,Hold why he low-key cooking,0
owensmitha00,@nba_youngboy,0
@nba_youngboy,owensmitha00,0
mami.chloeee,oh baby u ate,0
1nsane.4,Yb x Kim jong-un,0
42coldwinner_,😂😂😂😂,0
rugaaaliveee,Yb got it 😂,0
krxshouttrxp3x,😂🤣🤣🤣,0
cxutionnn,nigga in the back can hear colors🤣🤣,0
chubbybaby_84,😂😂😂😂😂😂,0
_.5iv35iv3,shi gave me goosebumps,0
760elmer,Thought it was young boy intro song 😂,0
_.1toxickiller,🔥🔥🔥🔥,0
deezy2o6,nba yunnbe,0
y0urtalking43,💚💚💚,0
onna_look2good,🤣😭💚🤣😭,0
pourri88,@sosasanta_1,0
@sosasanta_1,pourri88,0
thx_.marina,😭🤣,0
carter.world5,😭😭😭,0
vonnyy_boyy,@nba_youngboy,0
@nba_youngboy,vonnyy_boyy,0
kenziethe1_,🤣🤣🤣🤣🤣,0
vib3wit_m3,Nlgga❌brother ✅,0
cench_zzz,@nba_youngboy,0
@nba_youngboy,cench_zzz,0
bigliddy_saniya,🤣🤣🤣🤣🤣,0
dissinflow999,💚💚💚,0
ken4pf_,😂😂😂😂,0
bankloaad,Overseas xiayoung,0
alexwise.9,@vin.falsetti,0
@vin.falsetti,alexwise.9,0
slimebangit,NBA young chung,0
zayspina6enz,NBA SoySauce 💚😂,0
ii_heart_angie,💚💚💚,0
scenes_random,@royalcaribbean hire this guy . He would crush 🤣👏🔥 content would be legendary.,0
@royalcaribbean,@royalcaribbean hire this guy . He would crush 🤣👏🔥 content would be legendary.,0
mrjazzyel,Killed dat shyt 👏,0
smk.maaliyah,💚💚,0
kc.dariel,nba soy sauce,0
thatgurlnya2025,@gottalovekeira__,0
@gottalovekeira__,thatgurlnya2025,0
dc._.jayy,💚💚🔥🔥,0
wydloga_,man say ts 💚💚,0
luht_certified,😂😂😂,0
babyswipe._,💚💚💚💚,0
rxckout_ceo,😂😂😂😂😂😂,0
wb_nick3,Song?,0
