Username,Comment,Likes
Unknown User,zero2sudo,0
Unknown User,8wali8,0
8wali8,How useful is tailoring your resume for companies like Meta (where you submit your resume for the job posting but also have a resume on your profile that they tell you to keep updated) Is it better to update the main profile resume with each new tailored resume or just keep your main profile resume the same?,0
Unknown User,rish.sah1,0
rish.sah1,"Resume system is 🔥, really useful as a first time freshman",0
Unknown User,sparklejumpropequeen2703,0
sparklejumpropequeen2703,any info on datadog process?,0
Unknown User,shavgoel,0
shavgoel,For amazon do you think we should mention what events we attended on our resume?,0
Unknown User,cai___latte,0
cai___latte,"Just got interview for msoft APPLIED SCIENCE intern, any idea what the interview would look like?",0
Unknown User,rlam.7,0
rlam.7,"Google is coming to UVA tomorrow and Thursday. Office hours, workshops and resume reviews",0
Unknown User,alokswaminathan,0
alokswaminathan,"I applied 2028 grad to googles prev internships, but my plans have changed and I want to do 2027 grad + 1 year masters now Is there any way I can update google so I can apply to their new swe drop as well?",0
Unknown User,fkatony,0
fkatony,That’s fire🔥 Definitely gonna use this,0
Unknown User,maria_gomez_tres,0
maria_gomez_tres,can you resend the bloomberg new york public link internship?,0
Unknown User,alaricvarghese,0
alaricvarghese,"Hey, is the notion link down again? I still can’t manage to duplicate it properly. Thanks",0
Unknown User,shayan.islam,0
shayan.islam,Does adding the soft skills really help w ur resume or is it mainly about the hard technical skills,0
Unknown User,skeethboddu,0
Notion,View all 1 replies,0
Unknown User,mauricioprietto,0
Notion,View all 2 replies,0
Unknown User,motwani.ishaan,0
Unknown User,Notion,0
Unknown User,aymanmahfuz05,0
aymanmahfuz05,Is the best strategy to maximize your chances at FAANG level companies still to apply as early as possible?,0
zero2sudo,"zero2sudo  Edited • 6w Commissioned by @notionhq, ""Notion"" for my Resume Tailoring Guide 🔗 I created this workspace with Notion Agents to help you edit your resume for each job application. You can find it in my IG story or bio.  Some of my most successful followers this year have been tailoring their resumes for every internship, and I built this Notion resume management tool for you to easily do the same and keep track of your resumes.  Turn on story notifications to get updates on resumes that successfully landed 2026 internships—including resumes from non-target school students and international students.  Share this with your friends and family so they don't get left behind. And leave your feedback in the comments!  #notionpartner #notionagent #softwareengineer #sweintern #notioninterns #ucberkeley #neu #fiu #csmajor",0
Unknown User,huihui_er,0
huihui_er,Notion. Thank you.,0
Unknown User,theresaa_yungg,0
Unknown User,a.tewodross,0
a.tewodross,You mentioned for Google to apply asap and get a referral later on. Do you know how the person referring would do that? Is it the same as a regular referral?,0
Unknown User,shlok.c_,0
Unknown User,blue_alias,0
blue_alias,This is kinda off topic but do you have any tips for writing personal statements for tech summit applications? I tend to overthink quite a bit,0
Unknown User,zikun2233,0
Notion❤️,View all 1 replies,0
Unknown User,chym_dee,0
Unknown User,pri.verma,0
Unknown User,ssb_groovin,0
ssb_groovin,Put me on the notion motion,0
Unknown User,bradderby_,0
bradderby_,How do you tailor your resume bc I feel like the experience I have is not really changing per se since they’re all swe roles,0
Unknown User,rishan_biju,0
Unknown User,rexell.kurniawan,0
rexell.kurniawan,"When i duplicated the template, it doesn't copy the databases",0
Unknown User,cain_macias,0
Unknown User,puravmadhan,0
Unknown User,food_explorer_from_nowhere,0
Motion,View all 1 replies,0
Unknown User,Notion❤️,0
Unknown User,Motion,0
Unknown User,its_sai2399,0
Unknown User,sushrut273,0
Unknown User,mir.7160,0
Unknown User,sushanthrao72,0
Unknown User,kntran04,0
Notion,priyanshu_malaviya9,0
Unknown User,priyanshu_malaviya9,0
Unknown User,minhal_manjee,0
Unknown User,savirdsingh,0
Notion,linhthemushroom,0
Unknown User,linhthemushroom,0
Unknown User,alter_ego_iky,0
Unknown User,sambhav_25,0
Unknown User,sonalgehlot10,0
Unknown User,_saketlad,0
Notion,dualityofjustice,0
Unknown User,dualityofjustice,0
Unknown User,kaushikn06,0
Notion,soh4m_mukherjee,0
Unknown User,soh4m_mukherjee,0
Unknown User,richie.b18,0
Unknown User,codepriyam,0
Unknown User,ghamraoui_adam,0
Unknown User,arunmunagala,0
Unknown User,carriegoriup,0
Unknown User,josh.hu5,0
Unknown User,aryamantepal,0
Unknown User,krishayzx,0
Unknown User,nethum.tv,0
Unknown User,nmat2010,0
Unknown User,vela_insan81,0
Unknown User,paul._op,0
Unknown User,rayan_ahsan_,0
Unknown User,vivekmanthri,0
Unknown User,ski0_0i,0
Notion,valecha_pranjal,0
Unknown User,valecha_pranjal,0
Unknown User,_aditya7999,0
Notion,mr____nobody______,0
Unknown User,mr____nobody______,0
Unknown User,akshara.ns,0
Notion,luis_rosales_62,0
Unknown User,luis_rosales_62,0
Unknown User,senpravallika,0
Unknown User,anubhav_226,0
Unknown User,offset.zin,0
Unknown User,haotianli_,0
Unknown User,metrophile,0
Unknown User,nithisalian,0
Unknown User,swastik_dri,0
Unknown User,nideeshbk,0
Unknown User,zainnyase,0
Unknown User,notion,0
notion,akhilaa_sonduri,0
Unknown User,akhilaa_sonduri,0
Notion,chriscardenas05,0
Unknown User,chriscardenas05,0
Unknown User,fah33m._,0
Unknown User,arun.alur19,0
Unknown User,jashanct,0
Unknown User,fa_raday,0
Unknown User,darkan1an,0
Unknown User,rabia_usmann,0
Unknown User,muratalkan2006,0
Unknown User,vulcansabre,0
Unknown User,nithya.k05,0
Unknown User,liyuchi.ngd,0
Unknown User,aq_spam22,0
Unknown User,oumizumii,0
Unknown User,jethrozhao_,0
